Supplementary Table 3B. Differentially methylated probes between HF2927 CSCs and SDCs.,,,,
gene,feat.cgi,csc_AVG,sdc_AVG,adj.P.Val
COL6A6,Body-opensea,0.725709019,0.761138522,0.052954102
CRIM1,Body-opensea,0.892812667,0.933821901,0.052954102
FAM19A5,Body-opensea,0.517619133,0.428231918,0.052954102
GNASAS,Body-shore,0.747641264,0.636413287,0.052961308
,IGR-opensea,0.237856258,0.113044284,0.052961785
GPR68,5'UTR-shelf,0.909984346,0.797107736,0.052961785
PER3,5'UTR-island,0.861432849,0.913398501,0.052969321
ABCA3,Body-island,0.892934222,0.837081298,0.052969539
RIMBP2,Body-opensea,0.843286215,0.763909092,0.052969539
,IGR-shelf,0.830031469,0.722431848,0.052984822
VSTM1,TSS200-opensea,0.271968933,0.380098708,0.052986214
ESRRG,TSS200-island,0.827422552,0.733335988,0.052988025
GDAP2,TSS200-island,0.038732533,0.008925961,0.052993639
C2orf52,TSS1500-island,0.124607721,0.253794868,0.052993639
LOC390595,3'UTR-opensea,0.555185772,0.60271104,0.052996195
KRT222,1stExon-opensea,0.084283448,0.048968327,0.05300931
PTPRN2,Body-shelf,0.731921753,0.802517221,0.053029334
CD79B,TSS200-opensea,0.620683393,0.686975418,0.053029334
CDKN2AIP,3'UTR-shelf,0.887577611,0.931009149,0.053029334
C1orf94,5'UTR-shelf,0.892182314,0.812498725,0.053078949
,IGR-shore,0.801526504,0.898218719,0.053103142
,IGR-opensea,0.30315757,0.182746272,0.053103142
SIX4,Body-shore,0.157549143,0.21689895,0.053103142
PGS1,Body-opensea,0.424852076,0.477038669,0.053103142
TERT,Body-island,0.655924924,0.61838828,0.053103142
,IGR-opensea,0.29612109,0.192279875,0.053135371
CLSTN1,TSS200-island,0.303849057,0.380926903,0.053135371
GSDMD,5'UTR-shore,0.852868699,0.72343504,0.053135371
,IGR-shore,0.708121176,0.595796544,0.053143982
,IGR-opensea,0.444071136,0.364606672,0.053144472
H2AFJ,1stExon-island,0.035608074,0.076549692,0.053158042
CACNA1I,TSS200-opensea,0.326812951,0.449108081,0.053158042
PRKAR1A,TSS1500-shore,0.163570026,0.220634212,0.053158042
POU4F3,TSS1500-shore,0.151909223,0.242776044,0.053161359
RBM16,Body-opensea,0.68266562,0.753595736,0.053161359
,IGR-island,0.25259023,0.342593375,0.053171449
TIFAB,1stExon-opensea,0.809031413,0.720132747,0.053206018
PHLDB3,TSS200-shore,0.115644987,0.166107268,0.053224253
PDE4D,5'UTR-opensea,0.857201281,0.899207852,0.053224253
SLC25A1,TSS200-island,0.042397036,0.015677821,0.053224253
ZNF586,TSS200-shore,0.080340938,0.112196386,0.053224253
HIP1,Body-shelf,0.56524882,0.495506621,0.053227908
,IGR-opensea,0.509423087,0.458664861,0.053249328
,IGR-shore,0.456508129,0.412980481,0.05325052
REV3L,Body-opensea,0.733913374,0.865649739,0.05325052
PRKAR1B,Body-island,0.750611765,0.695237171,0.05325052
BCL11A,Body-island,0.18622826,0.320888792,0.05325052
,IGR-opensea,0.547978356,0.654018729,0.05325052
ARHGEF10,5'UTR-opensea,0.477352115,0.42800013,0.053255823
KCNQ1,Body-island,0.816535483,0.749840044,0.053255823
XKR8,TSS200-island,0.248290236,0.478034281,0.053255823
NT5C,3'UTR-shore,0.563164695,0.668001579,0.053255823
,IGR-opensea,0.092269981,0.05269765,0.053255823
MIR589,TSS200-shore,0.841486173,0.91974183,0.053255823
NMNAT3,TSS200-shore,0.334342481,0.536470474,0.053274219
MFSD10,Body-island,0.867255928,0.897302378,0.05328968
NEFH,Body-shore,0.203699865,0.282895116,0.053298512
,IGR-opensea,0.736852748,0.79157228,0.053298512
NFKBIL2,Body-island,0.085939633,0.052363605,0.053298512
SRRM3,5'UTR-shore,0.845685938,0.789158698,0.053298512
,IGR-opensea,0.38558157,0.320184146,0.053320093
CAPN2,Body-island,0.337761701,0.463665028,0.053332946
ECD,5'UTR-shore,0.112291897,0.05974191,0.053332946
LOC146336,Body-island,0.837252322,0.755312232,0.05333475
BSN,Body-shore,0.543817917,0.430923297,0.053341405
,IGR-shore,0.783865218,0.830059477,0.053341405
,IGR-opensea,0.915477669,0.877709338,0.053341405
DPP6,Body-shelf,0.268687307,0.149903671,0.053341405
,IGR-shore,0.243729751,0.446814555,0.053341405
ODF4,TSS1500-opensea,0.555181479,0.463360442,0.053341405
CBX7,Body-island,0.055247559,0.130939777,0.053341405
,IGR-shore,0.906484592,0.855506635,0.053341405
,IGR-island,0.578022514,0.675946108,0.053364976
IGFALS,TSS200-shore,0.479122948,0.54446178,0.053370095
RIN1,Body-island,0.687079775,0.841579251,0.053370095
ZNF800,Body-opensea,0.875168398,0.934400581,0.053370095
,IGR-opensea,0.826055656,0.887901152,0.053370095
JAKMIP3,Body-island,0.809780751,0.716081663,0.05339303
AMACR,Body-opensea,0.787095636,0.85641185,0.053417504
EMP3,Body-island,0.565942138,0.637685098,0.053417504
,IGR-shelf,0.453823492,0.549880753,0.053417504
,IGR-island,0.877020638,0.823970619,0.053417504
FBXO47,TSS200-opensea,0.327891411,0.405680427,0.053417504
,IGR-opensea,0.54211599,0.470769613,0.053417504
EXOC1,TSS1500-shore,0.288719975,0.40067888,0.053417504
CGGBP1,TSS200-island,0.048006737,0.015298483,0.053417504
MSRB3,5'UTR-opensea,0.668436568,0.826040006,0.053417504
,IGR-island,0.785713125,0.72353967,0.053463031
,IGR-shore,0.684602761,0.647869814,0.053463031
GUCY2D,Body-shelf,0.862586981,0.757210909,0.053471092
EBF2,Body-island,0.189594632,0.322954577,0.053471092
PTPRE,TSS1500-shore,0.582171383,0.531542533,0.053471092
,IGR-opensea,0.493973006,0.329220267,0.053471092
CLSTN1,1stExon-island,0.064702297,0.025972117,0.053471092
,IGR-shore,0.754561442,0.675825996,0.053549571
,IGR-opensea,0.934345669,0.909348853,0.053562264
PLCG1,1stExon-island,0.056089322,0.028938064,0.053570516
GRHL2,TSS200-island,0.372342615,0.50487907,0.053583557
DLX6AS,Body-shore,0.776385422,0.690472161,0.053583557
,IGR-opensea,0.813283821,0.877362335,0.053583557
SYNE1,TSS1500-shore,0.659433317,0.579999736,0.053583557
USP31,Body-opensea,0.884517146,0.917578804,0.053583557
JPH3,1stExon-island,0.043692971,0.009184385,0.053583557
CSMD1,Body-opensea,0.735656287,0.557041638,0.053583557
,IGR-opensea,0.809176376,0.855033988,0.053583557
ATP11A,Body-island,0.744644179,0.81158489,0.053583557
BDKRB2,5'UTR-opensea,0.378616206,0.435629899,0.053583557
TCERG1L,Body-shelf,0.097980662,0.197996645,0.053583557
SOX8,Body-island,0.297896391,0.389105647,0.053583557
CDKN2C,5'UTR-island,0.037870656,0.011586669,0.053610298
PDXK,Body-shore,0.118094964,0.193939106,0.05361175
TP73,5'UTR-opensea,0.765476092,0.674820425,0.05361175
SLCO2A1,Body-opensea,0.564102367,0.631750169,0.05361175
ILDR1,Body-opensea,0.882097685,0.810360761,0.05361175
TMEM132C,Body-shore,0.759087152,0.574590673,0.053635566
TPCN1,5'UTR-shelf,0.841719976,0.864970671,0.053644721
ENAH,Body-opensea,0.457587104,0.304905199,0.053644721
,IGR-opensea,0.708314379,0.644058481,0.053646152
EIF2AK4,TSS1500-shore,0.912168586,0.885957095,0.053669251
KLHL29,5'UTR-shelf,0.905574062,0.942877863,0.053699709
RASA3,Body-opensea,0.900974417,0.924537163,0.053709089
PRKCZ,Body-shore,0.728846826,0.801276139,0.053730339
,IGR-opensea,0.372187904,0.446155157,0.053731476
ZBTB7C,Body-island,0.828434321,0.761541769,0.053745651
,IGR-island,0.351314031,0.256337968,0.053745651
RBM15B,1stExon-island,0.062311115,0.035439886,0.053745651
RIMS4,3'UTR-shelf,0.251319435,0.183834802,0.053747663
KIF13A,Body-opensea,0.940995841,0.912424816,0.053747663
,IGR-opensea,0.23813287,0.283311945,0.053751955
DPP6,Body-shore,0.878285128,0.828477768,0.053751955
LMO3,5'UTR-opensea,0.270379121,0.408273631,0.053751955
FOXF2,Body-shore,0.80706062,0.853013281,0.053779368
CYP2E1,TSS200-shore,0.374061314,0.305086952,0.053779368
,IGR-opensea,0.067417113,0.041152094,0.05381746
UBD,Body-shelf,0.397024751,0.284916803,0.05381746
RNF165,Body-shore,0.338591662,0.381022304,0.053818263
CBLN1,1stExon-island,0.727064394,0.82809623,0.053848931
DNM1,Body-shelf,0.853564362,0.894292245,0.053856612
,IGR-shore,0.864211686,0.830449299,0.053868502
CUZD1,Body-opensea,0.066618603,0.127278456,0.053880139
,IGR-shore,0.787330843,0.74542765,0.05389383
,IGR-shore,0.566673509,0.463666064,0.05389383
CRYBB2,TSS1500-opensea,0.056840848,0.026978251,0.05389383
,IGR-shelf,0.876295051,0.918781904,0.05389383
POLR3E,3'UTR-opensea,0.762506889,0.73332082,0.05389383
PSMC6,Body-shelf,0.833770219,0.87729035,0.05389383
MYCBPAP,TSS1500-island,0.285009981,0.346507534,0.05389383
BCO2,TSS1500-opensea,0.074593713,0.039957841,0.05389383
PCDHA6,Body-shore,0.225426024,0.37644713,0.05389383
NAA11,1stExon-opensea,0.658886013,0.580005394,0.053917073
LOC339568,TSS1500-opensea,0.49345483,0.409097465,0.053917073
KRT6A,TSS1500-opensea,0.828101915,0.757873022,0.0539375
SIPA1L3,Body-opensea,0.809881789,0.849827033,0.0539375
SYCP1,5'UTR-shore,0.762177258,0.828247045,0.0539375
,IGR-island,0.387087591,0.437740716,0.0539375
,IGR-shelf,0.083273493,0.044365941,0.053953058
,IGR-opensea,0.748298019,0.698634988,0.053956559
SLC5A12,TSS1500-opensea,0.675248048,0.527607813,0.053956559
TOP1MT,Body-opensea,0.832229249,0.789458653,0.053956559
CNTNAP5,Body-opensea,0.252340994,0.191981287,0.053956559
,IGR-opensea,0.79927138,0.694853214,0.053956559
ARHGEF4,Body-shore,0.553521191,0.673690723,0.053956559
,IGR-shore,0.825980832,0.791764035,0.053956559
ATF6,Body-opensea,0.923132762,0.873339779,0.053962576
,IGR-island,0.857213755,0.811982724,0.053965911
CSF1R,TSS1500-opensea,0.713371013,0.762762433,0.053965975
DLC1,Body-shore,0.756349885,0.666218338,0.053965975
,IGR-shore,0.678556437,0.601090515,0.053965975
C4orf22,Body-opensea,0.646527325,0.776784105,0.053965975
PFKL,TSS200-island,0.048873193,0.022434324,0.053965975
TM7SF3,3'UTR-opensea,0.873476991,0.911673519,0.053965975
PRDM16,Body-opensea,0.885370336,0.916233409,0.053965975
,IGR-island,0.248675944,0.348327191,0.053978155
,IGR-opensea,0.55189663,0.479747445,0.053979627
U2AF2,Body-island,0.590626462,0.683426044,0.053979627
GALNT9,Body-shore,0.404750361,0.338831357,0.053979627
,IGR-shelf,0.812344002,0.695880758,0.053979627
ODF3L2,Body-island,0.716613791,0.814352565,0.053979627
MRS2P2,TSS1500-opensea,0.883559687,0.857650315,0.053979627
,IGR-shore,0.631900699,0.56410678,0.053979627
,IGR-opensea,0.535817272,0.614701442,0.053979627
ASB5,TSS200-opensea,0.899899834,0.929037679,0.053979627
GALNT5,Body-opensea,0.50920407,0.544353035,0.053979627
,IGR-opensea,0.889472749,0.825094008,0.053979627
UBB,TSS200-island,0.15853102,0.397703674,0.053979627
MIR645,TSS1500-opensea,0.859973957,0.903995679,0.053980374
NXN,Body-shore,0.733922881,0.678295591,0.054017408
AGBL1,5'UTR-opensea,0.434056416,0.351576984,0.054017408
SNORD115-35,TSS200-opensea,0.38979526,0.314611291,0.054028628
PRDM2,Body-opensea,0.864365927,0.903320264,0.054028674
,IGR-shore,0.860119564,0.900364398,0.054030607
IL1F10,TSS1500-opensea,0.328380029,0.211768668,0.054031051
,IGR-shore,0.702809059,0.557007854,0.054031051
FBXO7,TSS1500-shore,0.779456711,0.730844698,0.05406335
MYBL1,3'UTR-opensea,0.863193369,0.9232133,0.05406335
SOX2OT,TSS200-opensea,0.092443468,0.054118957,0.05406335
AJAP1,Body-opensea,0.635020964,0.561181779,0.05406335
,IGR-opensea,0.859118664,0.783682056,0.05406335
FAM194A,TSS1500-shore,0.102539856,0.060255884,0.05406335
INTS1,Body-shore,0.802186714,0.866361785,0.0540675
GNLY,Body-opensea,0.791466317,0.703030109,0.054086682
LECT1,TSS1500-shore,0.728588346,0.656524248,0.054086682
LENG8,3'UTR-island,0.863473693,0.90873522,0.054086682
ITGA1,TSS200-island,0.054136285,0.023494787,0.054086682
,IGR-opensea,0.804413774,0.722351811,0.054086682
DVL3,TSS1500-shore,0.303019728,0.365358932,0.054086682
ALDH1L2,TSS1500-shore,0.790647419,0.75058758,0.054086682
,IGR-opensea,0.140097677,0.069325889,0.054086682
,IGR-island,0.390316194,0.453235956,0.054086682
MPP7,5'UTR-opensea,0.131631275,0.064202636,0.054086682
,IGR-opensea,0.84262297,0.875959613,0.054086682
TNFSF13B,Body-opensea,0.662514812,0.612494411,0.054086682
RBM33,Body-opensea,0.551523212,0.616985161,0.054086682
,IGR-opensea,0.580613231,0.661832107,0.054086682
SORCS2,Body-opensea,0.339600986,0.41934948,0.054086682
GPR116,Body-opensea,0.836512424,0.729223045,0.054086682
GIMAP8,TSS1500-opensea,0.608890651,0.554275491,0.054086682
TTLL2,TSS1500-opensea,0.871951371,0.757714943,0.054086682
,IGR-opensea,0.082482524,0.040093387,0.05412067
IGF2BP3,Body-island,0.409694918,0.499247783,0.054152487
FAM108C1,Body-shelf,0.822502993,0.669194139,0.054152487
UXS1,Body-opensea,0.604958161,0.734650056,0.054152487
COL18A1,TSS1500-shore,0.132179357,0.096743636,0.054166424
NKAIN3,Body-opensea,0.883712385,0.936064302,0.054166424
NFIC,Body-opensea,0.787763851,0.753092172,0.054166424
,IGR-island,0.122198569,0.086473013,0.054166424
LOC153684,TSS200-island,0.095770717,0.256102976,0.054166424
MMP17,Body-shore,0.843110405,0.899384337,0.054166424
NFATC1,Body-shelf,0.577003503,0.641661584,0.054166424
LGALS14,5'UTR-opensea,0.240561593,0.320022315,0.054172303
TEX14,TSS200-shore,0.805466128,0.849899179,0.054174662
,IGR-shelf,0.693995834,0.614064116,0.054174662
,IGR-opensea,0.617532874,0.663239003,0.054174662
PDE7A,Body-shelf,0.819135888,0.900458282,0.054174662
RFX7,TSS200-island,0.050428225,0.015984728,0.054205005
,IGR-shelf,0.892924272,0.82130529,0.054225047
DYNLT1,Body-opensea,0.908690436,0.879583212,0.054225047
EPHA2,Body-island,0.705593793,0.637948564,0.054225047
NPTX2,TSS1500-island,0.730814753,0.830841497,0.054225047
ANK1,Body-opensea,0.757719895,0.678463481,0.054225047
LOC100132724,TSS1500-opensea,0.645157308,0.787164292,0.054225047
,IGR-island,0.677343078,0.531130191,0.054248779
SPATA6,Body-opensea,0.793833848,0.880892234,0.054248779
ALDH3A1,Body-island,0.097655704,0.17971968,0.054248779
AHCYL1,TSS1500-shore,0.881418611,0.802903775,0.054257115
,IGR-opensea,0.731042806,0.656941835,0.054257115
EDAR,5'UTR-shore,0.83466686,0.751867711,0.054257115
GPR37,TSS1500-shore,0.087769992,0.043964293,0.054257115
FOXK2,3'UTR-island,0.766324034,0.835823692,0.054257115
,IGR-opensea,0.464610063,0.527974089,0.054257115
HNRPLL,Body-opensea,0.889905514,0.942301611,0.054257115
,IGR-opensea,0.723856401,0.6802943,0.054266088
,IGR-opensea,0.879805301,0.833247763,0.054266088
C1orf70,1stExon-shore,0.127508475,0.287782742,0.054266088
TRIM8,1stExon-island,0.177875767,0.118443041,0.054266088
GRIK3,Body-opensea,0.777480859,0.696764324,0.054266088
ROBO2,1stExon-shore,0.070402837,0.140557773,0.054266088
GIMAP5,TSS1500-opensea,0.122118887,0.15083568,0.054266088
SYT1,Body-opensea,0.392649727,0.548778299,0.054266088
BMP4,5'UTR-shore,0.089483373,0.017383158,0.054266088
DOK3,TSS200-opensea,0.401382967,0.461591854,0.054270067
,IGR-opensea,0.658453526,0.73233017,0.054277473
RAB11FIP2,Body-opensea,0.850833673,0.801875825,0.054281842
,IGR-shore,0.822518362,0.787110801,0.054281842
,IGR-opensea,0.784050567,0.740738235,0.054281842
TGFBR2,TSS1500-shore,0.351252235,0.237379996,0.054281842
SH2D5,5'UTR-island,0.03062628,0.005947662,0.054298753
RPAP3,Body-shelf,0.800928166,0.8776579,0.054298753
RMND5B,Body-opensea,0.447947382,0.526527476,0.054311473
,IGR-opensea,0.722581373,0.783741775,0.054315165
PRDM16,Body-shelf,0.723826342,0.606209772,0.054333424
LRRC4C,TSS1500-opensea,0.195567582,0.139337434,0.054333424
KCNS3,3'UTR-opensea,0.339309808,0.211390484,0.054333424
,IGR-shelf,0.894751548,0.805952136,0.054333424
ZNF574,Body-shore,0.866636962,0.837958942,0.054333424
,IGR-island,0.051379528,0.093981117,0.054333424
PRDM16,Body-island,0.848348093,0.807184954,0.054333424
SLIT3,Body-opensea,0.478263005,0.37855432,0.054333424
,IGR-island,0.414183336,0.369910993,0.054333424
ARHGAP26,Body-opensea,0.865306393,0.710996506,0.054333424
,IGR-shore,0.659187765,0.569281159,0.054337734
,IGR-shore,0.396510423,0.515377734,0.054337734
EFEMP2,Body-shore,0.680931274,0.73002195,0.054337734
,IGR-opensea,0.724772207,0.683785296,0.054337734
KIF24,5'UTR-shelf,0.550778269,0.617354735,0.054337734
,IGR-island,0.644250064,0.557784673,0.054337734
PLIN3,Body-island,0.831509575,0.896012039,0.054337734
,IGR-opensea,0.564201519,0.638849587,0.054350719
,IGR-opensea,0.906630575,0.947908074,0.054353723
,IGR-shelf,0.651620153,0.552236446,0.054353723
C18orf26,TSS1500-opensea,0.867013488,0.721947104,0.054353723
,IGR-opensea,0.634805617,0.46688549,0.054353723
ZEB1,Body-shore,0.165053053,0.062904188,0.054370706
RXRA,TSS200-shore,0.105389145,0.0583371,0.054370706
ONECUT1,Body-shore,0.287891972,0.340286827,0.054370706
,IGR-opensea,0.542516484,0.643972614,0.054370706
,IGR-opensea,0.475282103,0.374596822,0.054378975
CCDC67,Body-opensea,0.122277515,0.05840533,0.054380325
PDE1A,Body-opensea,0.063629897,0.029740999,0.054401161
SNORD115-15,Body-opensea,0.700231826,0.657435508,0.054404506
PACS2,Body-opensea,0.914470484,0.942088418,0.054404506
,IGR-opensea,0.099433801,0.045370541,0.054404506
ACCN4,1stExon-shore,0.377144371,0.475884788,0.054404506
KCNJ12,5'UTR-shelf,0.756323331,0.682962744,0.054404506
ENOX1,5'UTR-opensea,0.782916779,0.733673121,0.054404506
CACNA1H,Body-shelf,0.764719865,0.714229155,0.054404506
,IGR-opensea,0.0964495,0.050356884,0.054420145
MTA1,3'UTR-shore,0.833933782,0.86587051,0.054422819
,IGR-opensea,0.554791681,0.485941998,0.054434744
IL24,1stExon-opensea,0.80857138,0.724638727,0.054434744
GUCY1A3,5'UTR-shore,0.056555958,0.095892424,0.054434744
GAS2L2,Body-shelf,0.767157276,0.659959414,0.054434744
SCN4A,1stExon-opensea,0.803807412,0.74291172,0.054434744
IGSF21,Body-opensea,0.343947263,0.305527039,0.054434744
RASAL2,Body-opensea,0.87848693,0.782043589,0.054478765
GULP1,TSS200-island,0.072038187,0.041764197,0.054478765
,IGR-opensea,0.779361253,0.684194066,0.054478765
,IGR-opensea,0.59137652,0.739094689,0.054478765
AIM1,1stExon-island,0.15002261,0.262083118,0.054478765
ANXA7,5'UTR-shore,0.0709858,0.141894338,0.054493666
,IGR-opensea,0.073939284,0.02663724,0.054493666
KCNN1,TSS1500-island,0.14833544,0.203527816,0.054493666
KY,5'UTR-island,0.228156803,0.3604966,0.054493666
LEPREL1,Body-opensea,0.380764872,0.308409004,0.054493666
MIR206,TSS200-opensea,0.56681323,0.391004199,0.054493666
MKX,5'UTR-island,0.101096717,0.15863494,0.054493666
,IGR-island,0.1927477,0.253702153,0.054493666
KIAA0922,Body-opensea,0.260082383,0.332635989,0.054493666
,IGR-shelf,0.588894597,0.490878896,0.054497669
LY6D,TSS1500-opensea,0.629195222,0.502217907,0.054506297
,IGR-opensea,0.861257645,0.805558627,0.05452221
MBTD1,Body-opensea,0.175989774,0.083247038,0.05452221
ASGR1,TSS200-opensea,0.549161327,0.607457699,0.054525946
SLC22A3,Body-island,0.560641483,0.472228095,0.054550621
,IGR-shore,0.109475288,0.069056059,0.054552464
CCDC90B,3'UTR-opensea,0.519161067,0.744072397,0.054557146
PLXNC1,1stExon-island,0.035012615,0.007925695,0.054557146
FXYD3,5'UTR-opensea,0.674483992,0.619327766,0.054557146
,IGR-shelf,0.600380966,0.490427305,0.054557146
,IGR-shelf,0.910831358,0.816514502,0.054557146
CHN2,Body-shelf,0.802648373,0.706039327,0.054557146
NCRNA00081,Body-shelf,0.712095353,0.774955155,0.054557146
PAOX,TSS1500-island,0.078499831,0.034087384,0.054557146
PDHA2,TSS200-opensea,0.889213509,0.929056608,0.054559535
CILP2,TSS200-island,0.056659753,0.03206081,0.054559949
KIF26A,Body-island,0.319455489,0.135470182,0.054559949
,IGR-opensea,0.555851865,0.510075308,0.054559949
CYP24A1,3'UTR-opensea,0.783516537,0.853623471,0.054559949
C10orf122,TSS1500-opensea,0.363649342,0.316336833,0.054559949
EVX2,Body-island,0.471936729,0.403604428,0.054559949
C5orf32,Body-opensea,0.427794042,0.554820676,0.054559949
LCE6A,TSS1500-opensea,0.340911126,0.243167317,0.054559949
FRMD4A,Body-opensea,0.196189482,0.319560084,0.054559949
,IGR-opensea,0.349385116,0.281906508,0.054559949
,IGR-opensea,0.628468113,0.477851656,0.054559949
,IGR-opensea,0.659927576,0.497859081,0.054559949
,IGR-opensea,0.869219493,0.775346579,0.054559949
,IGR-opensea,0.287969995,0.331215777,0.054559949
GATAD2A,5'UTR-opensea,0.870081921,0.830408314,0.054559949
MRPL12,Body-shore,0.824154722,0.860753983,0.054559949
SCGB1D4,TSS1500-opensea,0.23526042,0.186368623,0.054559949
C1orf229,1stExon-island,0.133543038,0.276157858,0.054571124
C22orf34,TSS1500-opensea,0.195534093,0.279794665,0.054573014
MIR124-2,TSS200-shore,0.83513131,0.881653545,0.054573014
GRIK5,Body-island,0.678490803,0.596893859,0.054573014
,IGR-opensea,0.79318734,0.731924909,0.054573014
FRMD4B,Body-opensea,0.462747993,0.615615758,0.054573014
NGFR,Body-island,0.109670126,0.017993598,0.054573014
NDUFC2,Body-shore,0.803291329,0.70618633,0.054573014
,IGR-opensea,0.719215177,0.623232507,0.054591104
RCVRN,TSS1500-shore,0.517943366,0.593063915,0.054600308
,IGR-opensea,0.099860083,0.040960159,0.054605357
RNF207,TSS200-island,0.567157578,0.620205811,0.054605357
MYT1L,Body-opensea,0.758569473,0.585357576,0.054605357
,IGR-island,0.135290493,0.191520231,0.054605357
TSNARE1,5'UTR-island,0.156100715,0.193532313,0.054605357
C6orf10,Body-opensea,0.245839955,0.131238047,0.054605357
,IGR-opensea,0.885096215,0.817005109,0.054605357
KCNAB3,3'UTR-island,0.06347564,0.107792589,0.054624895
RFPL4A,5'UTR-opensea,0.274544209,0.336698403,0.054640095
,IGR-opensea,0.828020127,0.766755192,0.054640095
,IGR-opensea,0.743917891,0.60226627,0.054648082
CSMD3,Body-opensea,0.823944982,0.914732698,0.054648082
LRP3,TSS1500-shore,0.741170396,0.704653377,0.054657054
,IGR-shelf,0.388349838,0.339823913,0.054657054
LOC100130872-SPON2,Body-shore,0.87562149,0.823949457,0.054657054
STMN2,TSS1500-shore,0.837450916,0.89975558,0.054657054
,IGR-shelf,0.868221026,0.831481775,0.054695247
SFRS6,TSS200-island,0.074886203,0.03846115,0.054695247
,IGR-shelf,0.89157097,0.820256933,0.054695247
PRSS27,Body-island,0.087312209,0.009137692,0.054695247
MXRA8,Body-island,0.526310023,0.563402937,0.054695247
TAP2,3'UTR-opensea,0.893281406,0.86138157,0.054695247
PRSS22,Body-shore,0.814101965,0.705551809,0.054695247
TCTN3,TSS1500-shore,0.945267459,0.916034912,0.054695247
CASP14,TSS1500-opensea,0.263944618,0.208828554,0.054695247
MLEC,Body-opensea,0.613464793,0.673967397,0.054713777
C1orf87,TSS1500-shore,0.254633793,0.351000099,0.054713777
IGFN1,TSS1500-opensea,0.790533673,0.693813777,0.054713777
,IGR-island,0.486263389,0.692020731,0.054713777
ABCA3,Body-shore,0.869156156,0.789915983,0.054713777
GPR4,5'UTR-shore,0.190612334,0.236614355,0.054714048
WIPI2,3'UTR-opensea,0.886677499,0.817630258,0.054714048
SORBS3,1stExon-island,0.165486459,0.308435882,0.054714048
HDLBP,5'UTR-island,0.045950434,0.017520399,0.054714048
ADAMTS7,Body-shore,0.862247351,0.910160408,0.054714048
APBA2,TSS1500-opensea,0.293701481,0.349385294,0.054714048
,IGR-island,0.77054934,0.726910215,0.054714048
SCAND3,TSS1500-shore,0.041220577,0.084350714,0.054714048
HLA-DPB1,TSS1500-opensea,0.867254017,0.788458908,0.054714048
,IGR-island,0.786591436,0.86717792,0.054714048
,IGR-island,0.112056069,0.178036857,0.054714048
,IGR-shelf,0.808343337,0.884709019,0.054714048
ATP10A,TSS1500-shore,0.394674375,0.471297815,0.054714048
,IGR-opensea,0.097600388,0.199193293,0.054714048
EIF5,TSS200-island,0.03919891,0.013559754,0.054725446
ERAP1,TSS1500-shore,0.645782236,0.574324969,0.054738299
,IGR-opensea,0.704843828,0.827999959,0.054740221
KCNH2,TSS200-island,0.122248688,0.192820528,0.054740221
ENO1,1stExon-island,0.04516218,0.014501276,0.054745659
,IGR-opensea,0.060016261,0.090841542,0.054829141
SLC4A3,TSS1500-shore,0.723725294,0.667444539,0.0548365
,IGR-opensea,0.88826113,0.838526376,0.054837146
RUNDC3B,TSS1500-island,0.499574976,0.440542942,0.054841485
,IGR-shelf,0.844502133,0.743807738,0.054844745
SNAPC4,TSS1500-shore,0.413865923,0.344572752,0.054854519
,IGR-opensea,0.664903808,0.728212732,0.054865268
,IGR-opensea,0.280932829,0.184147662,0.054865268
FBXL18,Body-shelf,0.520221137,0.575058255,0.054876374
TNNT3,1stExon-opensea,0.354323896,0.290181909,0.054887988
C4orf19,5'UTR-opensea,0.731093089,0.67007673,0.054889001
SLC6A19,Body-island,0.682138762,0.61750351,0.054889001
,IGR-opensea,0.198579189,0.294238994,0.054889001
,IGR-opensea,0.840581996,0.752841835,0.054889001
,IGR-opensea,0.515224829,0.407985514,0.054889001
TYMP,1stExon-island,0.265420511,0.367067259,0.054892255
,IGR-shelf,0.100314357,0.05411629,0.054892255
RPS6KA2,Body-opensea,0.811654909,0.688796925,0.054919374
BAI3,Body-opensea,0.896084551,0.932457183,0.054919374
CLCN3,Body-opensea,0.092364481,0.037252693,0.054919374
,IGR-shore,0.220331474,0.373806286,0.054919374
PTPDC1,TSS200-opensea,0.05942752,0.030021302,0.054933443
,IGR-shelf,0.722538486,0.622121355,0.054942507
RTKN,Body-shore,0.63091862,0.742235984,0.054946825
CREB3L2,Body-opensea,0.680802723,0.548990124,0.054950157
CD164L2,TSS200-shore,0.516353396,0.705204102,0.054950157
POU2F3,TSS200-shore,0.298483016,0.449778871,0.054950157
C17orf97,TSS1500-shore,0.893203512,0.860805537,0.054950157
PRPF40B,5'UTR-opensea,0.89676256,0.814041928,0.054956192
PCSK6,Body-shore,0.592213558,0.675189964,0.054956192
OPN5,Body-opensea,0.860255878,0.80178367,0.054956192
,IGR-opensea,0.679847207,0.602263252,0.054956192
ITGB2,5'UTR-shelf,0.459002232,0.368906182,0.054956192
TMEM132C,TSS1500-shore,0.573721102,0.624578737,0.054956192
MAFK,5'UTR-shore,0.034485939,0.009390808,0.054957079
SRRT,Body-shore,0.788343381,0.723345552,0.054957079
ZSWIM6,Body-opensea,0.808176681,0.887711202,0.05496246
HSPA1L,Body-shelf,0.597474255,0.478556973,0.054992641
,IGR-opensea,0.849281467,0.910080308,0.055019878
,IGR-shore,0.571547276,0.521894764,0.055019878
