Supplementary Table 3A. Differentially methylated probes between HF2303 CSCs and SDCs.,,,,
gene,feat.cgi,CSC_AVG,SDC_AVG,adj.P.Val
TBX3,Body-island,0.064360719,0.020135847,0.162985817
,IGR-opensea,0.971709815,0.892748644,0.162985817
,IGR-island,0.135090821,0.030016849,0.162985817
,IGR-shore,0.870974507,0.899978073,0.162985817
CAMTA1,Body-island,0.04612897,0.017534037,0.162985817
,IGR-shore,0.160935155,0.20969485,0.162985817
,IGR-shelf,0.135582693,0.077935032,0.162985817
ABLIM2,Body-island,0.790528927,0.74650331,0.162985817
C1orf229,1stExon-island,0.104077406,0.030439667,0.162985817
KIAA1688,Body-shore,0.804093953,0.762162627,0.162985817
BAT2L1,Body-opensea,0.945619112,0.91080797,0.162985817
A2BP1,Body-shore,0.061319902,0.013381585,0.162985817
GRIN1,Body-shore,0.86153813,0.797305072,0.162985817
TFAP2B,1stExon-shore,0.090384862,0.030121048,0.162985817
,IGR-island,0.514073194,0.363123723,0.162985817
ATP6V1C2,Body-opensea,0.903241005,0.93186958,0.162985817
,IGR-island,1.005837727,0.966109977,0.162985817
C11orf16,TSS200-opensea,0.847875394,0.808957971,0.162986691
EGFR,Body-opensea,0.790822294,0.856729065,0.163133058
SYT3,5'UTR-shore,0.493391579,0.443635135,0.163164595
CCNI,5'UTR-island,0.048865912,0.007362564,0.163164595
FADS3,Body-shelf,0.900448973,0.941774942,0.163164595
,IGR-shore,0.836285645,0.806033962,0.163164595
TMEM63B,5'UTR-shelf,0.806009546,0.771806044,0.163164595
LOC116437,TSS1500-island,0.969586744,0.943306134,0.163164595
EME1,5'UTR-island,0.044310813,0.018275524,0.163164595
,IGR-opensea,0.850599296,0.767452008,0.163164595
,IGR-opensea,0.065262915,0.023651892,0.163164595
ASH2L,TSS1500-island,0.044051535,0.010307614,0.163164595
HGC6.3,1stExon-island,0.677315652,0.800224616,0.163164595
,IGR-island,0.866628054,0.815643931,0.163164595
B4GALT7,3'UTR-shore,0.618983655,0.551413468,0.163164595
,IGR-opensea,0.743103079,0.778565716,0.163164595
,IGR-island,0.99655217,0.97225819,0.163164595
PSTPIP1,TSS1500-opensea,0.891783082,0.84177671,0.163164595
,IGR-island,0.775893484,0.69912037,0.163164595
TBX5,Body-shore,0.062359775,0.010481364,0.163164595
FCN1,Body-opensea,0.607793644,0.529363099,0.163164595
LRRC56,TSS200-island,0.042035655,0.009638967,0.163164595
,IGR-opensea,0.803690341,0.837898991,0.163164595
,IGR-shelf,0.678919129,0.613820442,0.163164595
,IGR-island,0.126693776,0.082113557,0.163164595
,IGR-island,0.085947532,0.011906677,0.163164595
,IGR-island,0.096850104,0.008295744,0.163217738
CDSN,TSS200-opensea,0.991474412,0.964308003,0.163217738
CYB561,5'UTR-shelf,0.774546844,0.734100527,0.163217738
CYB5R2,5'UTR-shore,0.880227902,0.854155673,0.163217738
SND1,Body-opensea,0.72994042,0.646959845,0.163217738
GSTTP2,TSS200-opensea,0.651950835,0.618253772,0.163217738
MGA,TSS200-shore,0.094747961,0.034226448,0.163217738
,IGR-shore,0.095734835,0.046079882,0.163217738
RGL2,Body-shelf,0.890169707,0.925038482,0.163217738
DGKZ,TSS200-island,0.082034999,-0.001100689,0.163292542
TYSND1,TSS200-island,0.075189334,0.046273456,0.163302338
HOXC4,5'UTR-shore,0.418311976,0.358738788,0.163352797
,IGR-island,0.72562975,0.662895183,0.163352797
PNPLA7,Body-shelf,0.923011249,0.869842192,0.163352797
MDK,1stExon-island,0.041971896,0.008146194,0.163352797
,IGR-island,0.074451192,0.022357334,0.163424298
ARID1B,Body-opensea,0.855981921,0.906732332,0.163424298
INS-IGF2,Body-island,0.079732427,0.014727835,0.163424298
TTLL8,Body-island,0.81320117,0.748263922,0.163424298
MUC21,Body-opensea,0.897146983,0.926708475,0.163424298
OBSCN,Body-opensea,0.624679715,0.684332155,0.163424298
SLC1A7,Body-shore,0.930440737,0.878139064,0.163424298
UCKL1,TSS1500-shore,0.036789228,0.010542372,0.163424298
TP73,Body-shelf,0.821998784,0.741614199,0.163424298
PTPRN2,Body-shelf,0.835330033,0.769416338,0.163424298
SHANK2,Body-shore,0.050989,0.0197269,0.163424298
AFAP1L1,Body-opensea,0.860390444,0.832991096,0.163424298
TMEM132B,Body-island,0.066609646,0.015713912,0.163424298
FAM128A,TSS1500-island,0.047586133,0.019826833,0.163424298
KCNQ1,Body-opensea,0.600369409,0.556920558,0.163424298
,IGR-opensea,0.967021804,0.91516696,0.163424298
ZDHHC14,Body-opensea,0.882887643,0.927019711,0.163424298
MIP,TSS1500-opensea,0.842481558,0.804057464,0.163424298
ZAN,Body-opensea,0.801185469,0.71580184,0.163424298
C19orf36,TSS1500-island,0.288634195,0.350643944,0.163424298
PPM1H,Body-opensea,0.746800705,0.67776071,0.163424298
KIAA0495,1stExon-island,0.119272231,0.01894303,0.163424298
PRDM16,Body-shelf,0.832468738,0.784990871,0.163424298
CFD,Body-island,0.131002511,0.024653382,0.163424298
PTPRN2,Body-shelf,0.633144396,0.564099108,0.163424298
,IGR-opensea,0.105589977,0.131171277,0.163424298
,IGR-island,0.082483786,0.021155111,0.163424298
,IGR-shore,0.938446526,0.902597383,0.163424298
MVD,Body-island,0.821689173,0.78066742,0.163424298
,IGR-shelf,0.486898698,0.417729429,0.163424298
CRABP2,Body-shelf,0.854088287,0.81641606,0.163424298
CAPN9,TSS1500-opensea,0.206305151,0.164583748,0.163424298
EXD3,5'UTR-island,0.082747226,0.002370092,0.163424298
,IGR-island,0.082580029,0.001592992,0.163424298
RSPO3,1stExon-island,0.064126883,0.030142067,0.163424298
IAH1,TSS200-island,0.045282717,0.004088576,0.163424298
STAP2,Body-shore,0.574412172,0.642505363,0.163424298
,IGR-opensea,0.800816323,0.74648729,0.163424298
COX4I2,TSS200-island,0.088763055,0.025856924,0.163424298
,IGR-opensea,0.074192137,0.032940186,0.163424298
,IGR-shore,0.804027451,0.760034593,0.163424298
PRDM16,Body-island,0.828904305,0.783414511,0.163424298
,IGR-island,0.051410325,0.02556502,0.163424298
ATP11A,Body-shore,0.966634827,0.928011087,0.163424298
CST9,3'UTR-opensea,0.097346944,0.062721968,0.163424298
ABCA1,5'UTR-shore,0.129627241,-0.005938087,0.163424298
RASGEF1A,Body-island,0.353086165,0.177471226,0.163424298
PTPRN2,Body-opensea,0.714526125,0.671416127,0.163424298
TNFSF11,Body-island,0.623002761,0.538448134,0.163424298
HGC6.3,TSS1500-island,0.873828995,0.920940764,0.163424298
ATP11A,Body-shore,0.679246788,0.736122071,0.163424298
AEN,5'UTR-island,0.034518194,0.010820381,0.163424298
,IGR-shore,0.494599469,0.445063853,0.163424298
SH2D2A,Body-island,0.054092092,0.029325338,0.163424298
,IGR-island,0.089946539,0.006076787,0.163424298
KIAA1211,Body-island,0.794077496,0.83356025,0.163424298
PNLDC1,Body-opensea,0.851953231,0.815315134,0.163424298
HEATR2,Body-shore,0.894468354,0.850135555,0.163424298
DNAJA4,Body-island,0.100391952,0.014435253,0.163424298
C10orf11,Body-opensea,0.807112806,0.884100385,0.163424298
OPTN,TSS200-island,0.062771794,0.030835003,0.163462601
ARHGAP9,TSS1500-shelf,0.850507023,0.80490853,0.163559156
RPS6KA2,Body-opensea,0.851215828,0.89977977,0.163559156
,IGR-island,0.927181358,0.881096809,0.16375739
NCRNA00111,Body-shore,0.855514075,0.79571167,0.16375739
,IGR-island,0.758383141,0.680800586,0.16375739
PRRT1,TSS1500-shore,0.195012827,0.240217378,0.16375739
,IGR-opensea,0.890390514,0.916386014,0.16375739
TRPM3,TSS1500-opensea,0.127964444,0.183674488,0.16375739
GLYR1,TSS1500-island,0.035294752,0.012211777,0.16375739
RASSF1,TSS1500-island,0.065632861,0.020436151,0.16375739
FOS,Body-shore,0.878841805,0.84837744,0.16375739
LBH,TSS200-island,0.069498783,0.022503476,0.16375739
RABEP1,TSS1500-shore,0.848221819,0.921975622,0.16375739
TGM7,Body-opensea,0.152208349,0.101299044,0.16375739
GNG4,TSS200-island,0.109804417,0.079151255,0.16375739
CD81,TSS1500-shore,0.891012027,0.850948082,0.16375739
MARS,Body-shore,0.924163691,0.894851067,0.16375739
DIP2C,Body-shelf,0.824826986,0.854084546,0.16375739
TPCN1,TSS200-island,0.059481096,0.017733616,0.16375739
LOC283731,Body-island,0.323360061,0.42001529,0.16375739
GAD1,5'UTR-island,0.088312143,0.153046558,0.16375739
KRT19,TSS1500-shore,0.623050133,0.562450781,0.16375739
,IGR-shore,0.764284151,0.814388423,0.16375739
,IGR-shore,0.894410699,0.817559104,0.16375739
,IGR-island,0.051883642,0.019833027,0.16375739
BMPER,TSS200-island,0.084693473,0.046472274,0.16375739
HMX2,TSS1500-island,0.096856607,0.071409499,0.16375739
,IGR-island,0.146525931,0.079288205,0.16375739
CHP2,3'UTR-shelf,0.52245346,0.44724677,0.16375739
NOS1,Body-opensea,0.779369725,0.727998479,0.16375739
STK32C,Body-opensea,0.694149426,0.646145807,0.16375739
ST8SIA6,TSS1500-island,0.102405458,0.050770752,0.16375739
DNAH1,Body-opensea,0.795349254,0.742034146,0.163824105
ZNF281,TSS200-island,0.039422141,0.012414093,0.16391695
SPOCK1,TSS200-island,0.047692545,0.008523403,0.16391695
FLNB,Body-shelf,0.93424034,0.906498282,0.16391695
ACVRL1,Body-island,0.875516437,0.821608305,0.163988708
PRKAR1B,Body-shelf,0.898395617,0.850066571,0.163988708
CLCNKA,TSS1500-opensea,0.816155047,0.767731045,0.163988708
,IGR-opensea,0.851798259,0.81294537,0.163988708
TLX1,Body-island,0.849470833,0.798569696,0.163988708
FBXO39,Body-shelf,0.850123524,0.80001173,0.163988708
,IGR-opensea,0.802098155,0.755362867,0.163988708
TNFRSF10A,Body-island,0.086515993,0.011984097,0.163988708
MT1M,5'UTR-island,0.049968158,0.021486947,0.163988708
C19orf29,TSS200-island,0.051087742,0.024675391,0.163988708
PPP2R2C,Body-opensea,0.861646132,0.826473005,0.163988708
PIGV,5'UTR-shore,0.04817651,0.00573928,0.163988708
,IGR-opensea,0.927400074,0.896125842,0.163988708
FAM19A1,Body-opensea,0.059623623,0.025142181,0.164129235
UBTF,Body-shelf,0.851779539,0.804396278,0.164129235
NEURL1B,TSS200-shore,0.095760274,0.063160402,0.164129235
HLA-J,Body-island,0.043198411,0.010391832,0.164398312
,IGR-opensea,0.505153167,0.471238155,0.164413993
PTK7,TSS1500-shore,0.876199877,0.914511555,0.164413993
,IGR-shelf,0.83692221,0.89006041,0.16443216
,IGR-opensea,1.002072469,0.965653792,0.164437346
PTPRN2,Body-opensea,0.627054133,0.568681965,0.164437346
CPNE4,5'UTR-opensea,0.912022522,0.870659119,0.164437346
SLC22A23,Body-opensea,0.781930829,0.825085614,0.164437346
C20orf197,1stExon-opensea,0.74773934,0.688445998,0.164437346
PPIF,1stExon-island,0.070704502,0.006890521,0.164449397
GJC1,5'UTR-island,0.04473244,0.015992602,0.164449397
DDX25,5'UTR-island,0.045870195,0.010158877,0.164449397
LDHB,5'UTR-island,0.046905074,0.011366575,0.164449397
,IGR-opensea,0.846239314,0.915123518,0.164502746
CAPN1,TSS1500-island,0.101836789,0.065976504,0.164502746
C8orf58,TSS1500-island,0.054995429,0.018104782,0.164502746
,IGR-island,0.059196072,0.027208123,0.164503996
LOXL3,Body-island,0.901449543,0.873306447,0.164503996
,IGR-island,0.058596748,0.015183452,0.164503996
KCNK7,TSS1500-shelf,0.897589951,0.928332352,0.164503996
RASGRP4,Body-shore,0.718037995,0.674675839,0.164503996
,IGR-island,0.057536625,0.014441067,0.164512099
DIP2C,Body-opensea,0.889627011,0.916654182,0.164588229
NANOS1,TSS200-opensea,0.043087165,0.017524414,0.164588229
SLC8A2,Body-shelf,0.841702058,0.787604795,0.164588229
,IGR-opensea,0.486880922,0.429689796,0.164588229
FOXI1,3'UTR-shelf,0.769726264,0.72239674,0.164588229
TRIM31,Body-island,0.05751986,0.02429406,0.164588229
ADI1,3'UTR-shelf,0.840296609,0.871651923,0.164588229
,IGR-opensea,0.936101256,0.872605259,0.164599171
TNFSF11,TSS200-opensea,0.698530746,0.627604221,0.164599171
RING1,Body-shelf,0.894517952,0.924431462,0.164599171
HIF3A,TSS1500-island,0.063430623,0.023341991,0.164599171
,IGR-island,0.095215092,0.052444277,0.164656383
ATXN2L,TSS1500-island,0.038241906,0.014653097,0.164704909
,IGR-opensea,0.834031167,0.866232545,0.164713937
ESRRG,5'UTR-shelf,0.863298638,0.926170993,0.164713937
PCDHB18,Body-shore,0.588935724,0.688974188,0.164787962
IL21R,Body-opensea,0.681609858,0.618641107,0.164787962
ITPK1,Body-opensea,0.701100603,0.766093783,0.164787962
PHACTR1,Body-opensea,0.755501055,0.67446398,0.164793944
,IGR-opensea,0.938270462,0.882167764,0.16488432
TNS3,5'UTR-opensea,0.90131116,0.855850914,0.16488432
NADSYN1,Body-opensea,0.908584937,0.932986871,0.16488432
CLEC11A,TSS1500-shore,0.812697605,0.753085764,0.16488432
HES4,TSS1500-island,0.057007901,0.01405149,0.16488432
,IGR-opensea,0.859893191,0.901439351,0.16488432
CAMTA1,Body-island,0.806209384,0.763510911,0.16488432
,IGR-island,0.120586617,-0.01309267,0.16488432
JARID2,Body-opensea,0.830034946,0.883803144,0.164967442
,IGR-opensea,0.895950054,0.855540732,0.164985874
UBE2V2,TSS200-shore,0.069012764,0.018685695,0.165030274
CACNA1C,Body-opensea,0.703563938,0.639537635,0.165030274
SRPK1,3'UTR-opensea,0.807300515,0.842167649,0.165070749
CREB3L4,1stExon-shore,0.042265861,0.01184347,0.165070749
MYO1C,TSS1500-shore,0.821346363,0.789597956,0.165070749
RAP1GAP2,Body-opensea,0.835733242,0.867963007,0.165253589
,IGR-island,0.032994877,0.009685193,0.165253589
SORBS3,TSS200-island,0.040868633,0.013201803,0.165253589
CHCHD1,3'UTR-shore,0.471317106,0.508662943,0.165253589
ACBD4,5'UTR-island,0.043190151,0.017778881,0.165310653
,IGR-island,0.050751028,0.014633305,0.165310709
,IGR-island,0.713464414,0.767471243,0.165310709
RAP1GAP,TSS1500-island,0.04068706,0.009929572,0.165479273
,IGR-opensea,0.846666734,0.883461644,0.165479273
SNX27,Body-opensea,0.585022439,0.633751211,0.165479273
DSCAML1,Body-island,0.836347422,0.893858188,0.165479273
SLCO3A1,Body-shore,0.865115731,0.899023337,0.165479273
ALLC,TSS1500-opensea,0.851909684,0.790214166,0.165479273
,IGR-opensea,0.224805677,0.310830535,0.165479273
ESM1,1stExon-opensea,0.772715068,0.704641502,0.165479273
CAMTA1,Body-opensea,0.856008011,0.907237795,0.165627509
,IGR-island,0.735310985,0.700549553,0.165627509
NR1H2,Body-shore,0.860249625,0.825984736,0.165669101
HOXA2,TSS1500-shore,0.534367121,0.598248511,0.165669101
SNX4,TSS1500-shore,0.045805111,0.019938317,0.165669101
,IGR-island,0.698918155,0.614924578,0.165683173
,IGR-opensea,0.074736972,0.005936153,0.165716941
,IGR-opensea,0.083329202,0.024891809,0.165716941
,IGR-shelf,0.881488144,0.91868148,0.165716941
SPON1,Body-island,0.077552958,0.007569788,0.165716941
MOG,3'UTR-opensea,0.832466755,0.880247827,0.165716941
AGAP1,Body-opensea,0.819473834,0.861252606,0.165716941
,IGR-opensea,0.892479276,0.921246508,0.165716941
RGS6,3'UTR-opensea,0.906197147,0.875244726,0.165716941
,IGR-opensea,0.750053864,0.632995336,0.165716941
RFXANK,1stExon-shore,0.033361817,0.008942935,0.165716941
MIR183,TSS200-shelf,0.801807098,0.763579871,0.166036381
CYMP,Body-opensea,0.759454681,0.716392275,0.166135856
GPATCH4,3'UTR-shelf,0.066140331,0.096878112,0.166135856
,IGR-opensea,0.826451293,0.88103483,0.166135856
WNK2,Body-shore,0.824268805,0.769309962,0.166135856
ZBTB16,Body-opensea,0.581039647,0.486867642,0.166242284
ENO1,1stExon-island,0.047195757,0.012598902,0.166262739
CRABP1,3'UTR-opensea,0.858077658,0.810766384,0.166262739
,IGR-island,0.041078746,0.00911285,0.166262739
CCL2,TSS1500-opensea,0.661984579,0.585986777,0.166262739
INCA1,5'UTR-island,0.06819592,0.017980166,0.166262739
FAM189A1,Body-opensea,0.84995658,0.80252404,0.166262739
SLC22A20,Body-shore,0.041816955,0.01637452,0.166262739
,IGR-island,0.852223826,0.763534952,0.166262739
BSPRY,TSS200-shore,0.856741528,0.821557021,0.166280238
MFSD2B,1stExon-island,0.068885306,0.012950833,0.1663552
CDKL2,TSS1500-island,0.097461067,0.018505642,0.166433041
,IGR-shelf,0.852919858,0.901203128,0.16646082
HLA-DPB1,Body-shore,0.462651632,0.406187987,0.16646082
HORMAD2,TSS1500-island,0.043951073,0.011726963,0.16646082
MSH5,5'UTR-island,0.033800007,0.008153007,0.16646082
,IGR-island,0.183300429,0.087863946,0.16646082
NEUROG3,Body-island,0.050127865,0.016250588,0.16646082
GJB6,5'UTR-opensea,0.676824756,0.614105324,0.16646082
NBEAL2,1stExon-island,0.040245771,0.011050971,0.16646082
,IGR-opensea,0.877041612,0.906635927,0.16646082
C1orf93,TSS1500-island,0.040145846,0.009160262,0.16646082
DPYSL4,TSS200-island,0.061528996,0.035450548,0.16646082
,IGR-opensea,0.368500088,0.423511172,0.16646082
LRRC14B,1stExon-island,0.540381264,0.631577431,0.16646082
MMP21,Body-shore,0.918258818,0.943695896,0.16646082
SCYL1,Body-island,0.0530393,0.024995107,0.16646082
KIAA1462,TSS200-shore,0.12869406,0.201952202,0.16646082
MRPL20,TSS1500-shore,0.044803627,0.020875496,0.16646082
C5orf20,TSS200-opensea,0.7864618,0.747335929,0.16646082
HMBS,1stExon-island,0.051547788,0.027179577,0.16646082
CALY,3'UTR-island,0.056026612,0.019707129,0.16646082
TEX14,5'UTR-island,0.876416775,0.929599507,0.16646082
KRT75,TSS200-opensea,0.507993,0.429910842,0.16646082
,IGR-opensea,0.358157451,0.411029098,0.16646082
CBLN2,5'UTR-island,0.63679667,0.672284909,0.16646082
,IGR-opensea,0.873975019,0.911179915,0.16646082
,IGR-shelf,0.169363083,0.118252997,0.166501279
PRRX2,Body-shore,0.62880313,0.588886388,0.166509368
CCDC37,5'UTR-island,0.062738744,0.002786041,0.166559981
SIGIRR,Body-island,0.244316313,0.177172334,0.166649346
TACC2,Body-island,0.039968941,0.015245291,0.166769463
LAMA5,Body-island,0.075702984,0.023912586,0.166787379
C17orf74,TSS200-opensea,0.805116632,0.744558524,0.166787379
EPX,Body-shelf,0.847744035,0.804386358,0.166787379
TOP1MT,Body-shore,0.850797855,0.815895255,0.166787379
CACNA1C,Body-opensea,0.80257479,0.752499703,0.166787379
,IGR-opensea,0.544198746,0.466288202,0.166787379
PELI2,TSS1500-shore,0.052259726,0.019761299,0.166787379
HCG18,TSS1500-shore,0.839179192,0.887087808,0.166787379
,IGR-island,0.877416402,0.904874822,0.166787379
SFTA3,Body-island,0.079469516,0.034138922,0.166787379
PPP2R2D,TSS1500-opensea,0.836689334,0.895618104,0.166787379
CDKN1C,Body-island,0.059520874,0.019770591,0.166787379
,IGR-opensea,0.439207054,0.392208149,0.166787379
ZFPM1,Body-shelf,0.919820621,0.881937871,0.166787379
RASA3,Body-opensea,0.241431101,0.126598623,0.166787379
,IGR-island,0.793178593,0.749632779,0.166787379
,IGR-shore,0.613419056,0.570128095,0.166787379
,IGR-island,0.055649538,0.03241995,0.16682068
WDR37,TSS1500-island,0.046386591,0.021591384,0.16682068
,IGR-opensea,0.660626661,0.589338926,0.16682068
LRFN2,5'UTR-opensea,0.746688671,0.675236914,0.16682068
ECE1,TSS1500-shore,0.857015479,0.891753822,0.16682068
C1QL4,Body-island,0.983820403,0.941845389,0.16682068
B3GNTL1,Body-shelf,0.780088456,0.838950223,0.16682068
DNAH10,Body-island,0.830743418,0.884806622,0.16682068
PLCB4,Body-opensea,0.13517825,0.222152639,0.16682068
GRIN2A,Body-opensea,0.082707517,0.037450166,0.16682068
C6orf162,TSS1500-shore,0.065123453,0.036364807,0.16682068
MICAL1,TSS1500-shore,0.742919051,0.819071048,0.166876064
FLOT1,Body-opensea,0.670436277,0.743597902,0.166876064
CAND1,Body-island,0.060745239,0.034061159,0.16691824
PTGFR,5'UTR-island,0.88373119,0.805940016,0.166928505
LRFN2,TSS1500-shore,0.735012591,0.692885564,0.166928505
,IGR-island,0.804689132,0.766753453,0.166928505
ARHGAP24,Body-opensea,0.065683389,0.026985239,0.166928505
PITPNA,Body-opensea,0.905765289,0.932901079,0.166928505
EIF2C2,Body-opensea,0.953693173,0.885589175,0.166928505
TRIM17,5'UTR-island,0.099617139,0.033198717,0.166928505
DDX51,Body-shore,0.929728273,0.955189685,0.166928505
INPP5A,Body-shore,0.872375475,0.920848167,0.166928505
CATSPER1,1stExon-shelf,0.899674597,0.931558654,0.167131863
PTPRN2,Body-shore,0.571067519,0.523025786,0.167131863
ATPGD1,5'UTR-island,0.040813358,0.010108867,0.167131863
,IGR-shore,0.510632433,0.456802857,0.167131863
WNT3A,TSS1500-island,0.08312998,0.042709384,0.167131863
LAMB1,Body-opensea,-0.003429762,0.05879152,0.167131863
,IGR-shore,0.745290261,0.707376319,0.167282824
HDAC4,Body-shore,0.858480541,0.892730287,0.167282824
RTEL1,TSS200-island,0.049366574,0.010265535,0.167282824
BTBD11,Body-opensea,0.672832597,0.637491325,0.167282824
RBM4,TSS1500-island,0.056940554,0.007955729,0.167282824
TFDP1,Body-shore,0.871539998,0.900386219,0.167282824
,IGR-island,0.12144911,0.028609629,0.167502249
NPHP4,Body-opensea,0.90039956,0.940721223,0.167502249
GABARAPL2,5'UTR-island,0.035483863,0.011427043,0.16757035
FAM108C1,Body-opensea,0.847504274,0.922867584,0.16757035
EPHB1,Body-opensea,0.415668661,0.151552508,0.16757035
SPAG6,TSS1500-island,0.91274521,0.880792736,0.16757035
POU1F1,TSS200-opensea,0.693037885,0.539323186,0.16757035
TEX2,5'UTR-opensea,0.521372876,0.624730161,0.16757035
,IGR-opensea,0.870697241,0.809703842,0.16757035
CLK3,5'UTR-shelf,0.668311737,0.589221818,0.16757338
UNC119B,Body-island,0.073693051,0.045940078,0.16757338
CABP4,Body-opensea,0.9761219,0.94888137,0.167610117
SDCCAG10,Body-opensea,0.942987736,0.907427488,0.167704611
,IGR-shore,0.877630065,0.910449952,0.167747489
OVGP1,TSS1500-opensea,0.885438918,0.821963956,0.167747489
,IGR-opensea,0.497047072,0.452629179,0.167747489
,IGR-shelf,0.879418154,0.832031249,0.167747489
GIMAP5,1stExon-opensea,0.411783332,0.37844195,0.167747489
ZNF232,5'UTR-shore,0.964019651,0.930288989,0.167747489
,IGR-opensea,0.11718466,0.023229392,0.167747489
KNDC1,Body-island,0.815145433,0.743873764,0.167747489
WT1,1stExon-island,0.916723718,0.866976413,0.167747489
,IGR-island,0.888593473,0.836707883,0.167747489
SCRN1,TSS1500-island,0.115417807,0.074123691,0.167747489
CAMTA1,Body-shore,0.823364469,0.78079548,0.167747489
AGAP11,5'UTR-island,0.08221901,0.011793614,0.167747489
MYO5C,1stExon-island,0.031718363,0.007209531,0.167747489
,IGR-island,0.078543632,0.047630349,0.167822703
ETS1,Body-opensea,0.884530045,0.921678687,0.167851177
COG1,TSS1500-island,0.036603422,0.011626702,0.167855457
ADAM15,TSS1500-island,0.057421114,0.006504204,0.167855457
,IGR-opensea,0.80317594,0.855183077,0.167855457
EML1,Body-opensea,0.654377837,0.735747685,0.168069864
GRTP1,Body-opensea,0.865580244,0.796876418,0.168069864
PTPRN2,Body-shore,0.62284988,0.574596871,0.168114089
ATP2C2,Body-opensea,0.865880113,0.898436313,0.168114089
,IGR-island,0.321799906,0.370687523,0.168114089
,IGR-shelf,0.735552267,0.680856364,0.168114089
,IGR-shelf,0.690733558,0.625015578,0.168267352
MACROD1,Body-opensea,0.902054223,0.937966956,0.16830017
SLC7A1,TSS200-island,0.037321806,0.002151523,0.16830017
S100A8,TSS1500-opensea,0.063776958,0.017055786,0.168394593
FBXO18,Body-opensea,0.929946422,0.953083678,0.168408733
ZNF638,Body-opensea,0.845252165,0.908518942,0.168478418
PROKR1,TSS1500-shore,0.808579751,0.773733571,0.168478418
SORBS3,5'UTR-island,0.073876459,0.02388271,0.168478418
MAN2A1,1stExon-island,0.041371411,0.010651683,0.168478418
INTS1,Body-shore,0.831045887,0.798340152,0.168478418
LRRK1,Body-opensea,0.990411589,0.965943311,0.168478418
,IGR-shelf,0.484781798,0.412324636,0.168478418
PABPN1L,1stExon-opensea,0.346838962,0.424232365,0.168478418
HIST1H2BN,TSS1500-island,0.13737322,0.113456607,0.168478418
CEP68,Body-opensea,0.774488281,0.822944722,0.168478418
SPTBN5,Body-shore,0.423416512,0.481823361,0.168478418
,IGR-shore,0.893134643,0.934838101,0.168478418
,IGR-shore,0.700666128,0.639675448,0.168478418
GLTPD1,TSS1500-shore,0.816564655,0.782460299,0.168478418
AFAP1L1,Body-opensea,0.888558472,0.836372284,0.168478418
CCDC13,Body-opensea,0.73013765,0.699594631,0.168478418
,IGR-shelf,0.885318746,0.855447512,0.168478418
PCSK6,Body-opensea,0.96020491,0.926237351,0.168478418
C13orf33,TSS200-island,0.536719814,0.496969854,0.168478418
CUL5,TSS1500-shore,0.880477185,0.911131849,0.168478418
MDK,TSS200-island,0.104729363,0.021395929,0.168478418
AOX1,TSS200-island,0.042664604,0.014296615,0.168478418
,IGR-opensea,0.921645507,0.83951475,0.168478418
PTPRN2,Body-shore,0.816502457,0.761340962,0.168478418
TFRC,5'UTR-island,0.049260537,0.013573372,0.16855162
ZNF671,TSS1500-shore,0.062555779,0.021876844,0.16855162
LTA,TSS200-opensea,0.734302273,0.843031336,0.16855162
GFI1,TSS1500-island,0.048038949,0.01630502,0.16855162
UBE2E1,5'UTR-island,0.058144846,0.027174922,0.16855162
DLX6AS,Body-shore,0.087902675,0.007195543,0.168675732
SEMA3A,Body-opensea,0.824932478,0.914439288,0.168799551
NLK,Body-shelf,0.624791672,0.80822244,0.168924221
,IGR-shore,0.096432732,0.034256843,0.168978317
OTUD1,1stExon-island,0.053644577,0.026887426,0.168978317
GPR20,Body-island,0.78412798,0.748307728,0.168978317
ACCN4,1stExon-shore,0.890363445,0.827168466,0.168978317
GLI2,Body-opensea,0.893766296,0.824809782,0.168978317
,IGR-shelf,0.890355755,0.859352466,0.169147361
MRGPRF,TSS1500-shelf,0.891391468,0.949845334,0.169240228
,IGR-shore,0.858445472,0.891968834,0.169240228
LOXL4,1stExon-shore,0.057854329,0.018583078,0.169240228
NFRKB,TSS1500-shore,0.059952747,0.029875364,0.169240228
SNHG4,Body-island,0.101623796,0.074473562,0.169413104
BSN,Body-opensea,0.734080641,0.690455481,0.169413104
,IGR-shore,0.963484475,0.934602971,0.169413104
,IGR-shore,0.877473673,0.908135193,0.169413104
SYT3,5'UTR-shore,0.591275578,0.557598149,0.169413104
SMARCD3,Body-island,0.033390281,0.008416619,0.169413104
RASSF7,TSS1500-island,0.083269519,0.046995645,0.169413104
,IGR-island,0.055115571,0.009170893,0.169413104
COL6A3,Body-opensea,0.937674052,0.901467108,0.169413104
WSCD1,3'UTR-island,0.799099355,0.853384413,0.169413104
CDC42BPB,Body-opensea,0.043602563,0.092009513,0.169413104
,IGR-shore,0.683372809,0.609706669,0.169413104
PLAC9,TSS200-shore,0.228782657,0.267468051,0.169413104
ZNF385D,Body-opensea,0.625417365,0.446755942,0.169413104
GPR52,1stExon-opensea,0.910959659,0.857314003,0.169413104
ESR2,Body-opensea,0.824885469,0.88003349,0.169413104
ASCL2,TSS1500-island,0.39461305,0.431852669,0.169413104
ABCF1,Body-opensea,0.868275285,0.818474036,0.169413104
EML3,3'UTR-island,0.08272573,0.016544471,0.169413104
TULP4,1stExon-opensea,0.938514898,0.909145079,0.169413104
