Supplementary Table 3A. Differentially methylated probes between HF2303 CSCs and SDCs.,,,,
gene,feat.cgi,CSC_AVG,SDC_AVG,adj.P.Val
ICA1L,5'UTR-island,0.05944586,0.006776646,0.141674682
BAI1,Body-island,0.186568419,0.018271791,0.141674682
CAMKK1,Body-opensea,0.897116914,0.936476206,0.141674682
ARID3A,TSS200-island,0.052187716,0.010509882,0.141674682
,IGR-island,0.076237779,0.017795122,0.141674682
ZNF594,3'UTR-opensea,0.64128138,0.687249341,0.141674682
HIP1,TSS200-island,0.066932793,0.025636099,0.141674682
B3GAT2,Body-shelf,0.843087452,0.881681045,0.141938489
,IGR-opensea,0.842824505,0.783246619,0.14196472
UBB,TSS200-island,0.11249754,0.011605517,0.142216056
,IGR-shelf,0.779133691,0.818677479,0.14234985
,IGR-opensea,0.353549867,0.315264771,0.14234985
PRKAG2,Body-opensea,0.138703213,0.207461913,0.14234985
CLIP4,TSS1500-island,0.052278421,0.017458126,0.14234985
WHSC1,Body-opensea,0.749409869,0.796113651,0.14234985
CYP1A1,TSS1500-island,0.046243893,0.005334043,0.14234985
,IGR-shelf,0.71047084,0.670781666,0.14234985
LASS2,TSS200-island,0.072652581,0.02625046,0.14234985
,IGR-opensea,0.869437434,0.909824342,0.14234985
,IGR-shore,0.662712351,0.59089101,0.14234985
COL6A3,Body-opensea,0.887727797,0.83345419,0.14234985
,IGR-island,0.773787184,0.724014773,0.14234985
CHFR,Body-shore,0.745030843,0.800124715,0.14234985
RUNX2,Body-island,0.101449129,0.007132946,0.14234985
FGR,5'UTR-island,0.077935033,0.03728991,0.14234985
,IGR-island,0.048146669,0.008951598,0.14234985
GNG7,5'UTR-island,0.049938416,0.013257221,0.14234985
CCDC33,TSS1500-opensea,0.941865221,0.87641278,0.14234985
RCSD1,5'UTR-island,0.094006733,0.002788074,0.14234985
,IGR-shore,0.087038519,0.008624927,0.14234985
NPHP4,Body-opensea,0.735455364,0.788864302,0.14234985
CAPN12,TSS1500-opensea,0.87090321,0.831249435,0.14234985
CARKD,TSS1500-island,0.062676425,0.001710038,0.14234985
,IGR-opensea,0.830838135,0.883660847,0.14234985
P2RX4,Body-opensea,0.869805804,0.9013961,0.14234985
CSRP1,5'UTR-island,0.068460493,0.003515639,0.14234985
GNG7,5'UTR-shore,0.069695849,0.039267663,0.14234985
KCNJ12,5'UTR-island,0.113780083,0.001839935,0.14234985
CPPED1,5'UTR-island,0.073119175,0.005495101,0.14234985
MAP3K4,Body-opensea,0.132298913,0.234098326,0.14234985
NUP153,TSS1500-island,0.075438988,0.037686879,0.14234985
PNLDC1,Body-opensea,0.210806293,0.116164564,0.14234985
GFRA2,Body-island,0.094963408,-0.00232993,0.14234985
ARL4C,TSS1500-island,0.041585841,0.009106818,0.14234985
CCNT2,Body-island,0.062399275,0.028028473,0.14234985
PTPRN2,Body-opensea,0.773415998,0.718927729,0.14234985
,IGR-shore,0.403318167,0.366452874,0.14234985
ATXN2,1stExon-island,0.059695571,0.029958325,0.14234985
,IGR-island,0.035451158,0.006077012,0.14234985
SHANK3,Body-island,0.945776218,0.893445173,0.14234985
,IGR-shore,0.763914599,0.718365794,0.14234985
GLTPD1,5'UTR-island,0.049564873,0.009121472,0.14234985
DNAJC22,TSS1500-island,0.104978375,0.000619021,0.14234985
NAA40,TSS1500-shore,0.054312561,0.022630033,0.14234985
,IGR-island,0.994286543,0.959801915,0.14234985
ERGIC1,Body-opensea,0.158751477,0.198153153,0.14234985
,IGR-shore,0.7201766,0.618571958,0.14234985
,IGR-island,0.06091273,0.018757782,0.14234985
KIAA1026,Body-opensea,0.840025897,0.76970496,0.14234985
DARS,Body-opensea,0.851674948,0.902848686,0.142386444
,IGR-island,0.886764555,0.92150665,0.142386444
MIR124-3,TSS1500-island,0.095105745,0.012391862,0.142386444
,IGR-shore,0.711288069,0.657948569,0.142709081
,IGR-shore,0.98592672,0.935112477,0.142709081
WASF2,5'UTR-shore,0.120717571,0.17270828,0.142709081
SORBS3,TSS200-island,0.059621279,0.007646112,0.142709081
,IGR-opensea,0.313674448,0.367236305,0.142709081
TMC6,Body-opensea,0.765800137,0.729142139,0.142709081
,IGR-shore,0.584297516,0.509695774,0.142709081
,IGR-shelf,0.652784465,0.609025368,0.142709081
,IGR-opensea,0.411603647,0.353777229,0.142709081
,IGR-island,0.145068375,0.026386357,0.142709081
ASAM,TSS200-island,0.087918529,0.028915619,0.142835332
,IGR-island,0.761223245,0.709370338,0.142869676
C1orf144,Body-opensea,0.82725762,0.902853404,0.142869676
DMRTA2,Body-island,0.091947721,0.00589118,0.142869676
TMEM97,TSS1500-island,0.064534695,0.022869101,0.142869676
,IGR-shelf,0.789865258,0.723392223,0.142869676
CECR5,Body-island,0.092237214,0.053067743,0.142972425
POU5F1,TSS1500-opensea,0.810812977,0.888512002,0.142972425
GTSF1,TSS1500-opensea,0.850358379,0.774268631,0.143155097
FAM19A5,Body-shelf,0.724834236,0.659010834,0.143467847
PRDM16,Body-shore,0.680229161,0.642516942,0.143467847
,IGR-island,0.056666113,0.008206568,0.143467847
HSPA1L,Body-shelf,0.825792181,0.879066809,0.143467847
RARRES3,TSS1500-opensea,0.578404675,0.651631526,0.143467847
MAN1C1,Body-opensea,0.794366302,0.860408029,0.143467847
CCDC108,TSS200-island,0.036717745,0.006611251,0.143467847
ALX4,TSS1500-island,0.101652711,0.032776094,0.143467847
NOD1,5'UTR-opensea,0.426506062,0.504407016,0.143467847
DUOX1,TSS1500-island,0.078144471,0.029507866,0.143467847
,IGR-island,0.841962857,0.754504905,0.143467847
ATP11A,Body-island,0.053427465,0.00603171,0.143467847
ZNRF4,TSS200-shore,0.669825163,0.617453772,0.143467847
IL28B,1stExon-shelf,0.738630457,0.684017219,0.143467847
SLC25A13,1stExon-island,0.081992893,0.037310014,0.143467847
,IGR-island,0.765826892,0.711118354,0.143467847
HYI,5'UTR-island,0.110132732,0.014856423,0.143467847
NKX6-2,TSS1500-island,0.860233956,0.804340875,0.143467847
CCHCR1,Body-shelf,0.831740886,0.887263848,0.143467847
JAKMIP1,Body-opensea,0.810155287,0.76896023,0.143467847
MECR,5'UTR-island,0.079889238,0.023789854,0.143467847
STK17B,5'UTR-island,0.070380781,0.020598153,0.143467847
ZDHHC16,5'UTR-opensea,0.837814493,0.873725672,0.143467847
ITPR2,1stExon-island,0.049768654,0.01782496,0.143467847
E2F2,Body-shore,0.223275564,0.277339571,0.143467847
,IGR-shore,0.771927124,0.848602083,0.143467847
LTC4S,Body-island,0.061393433,0.012991229,0.143467847
,IGR-opensea,0.740314506,0.84824341,0.143467847
CD38,TSS1500-shore,0.883399459,0.833671084,0.143467847
,IGR-opensea,0.582597104,0.500675744,0.143467847
CARKD,Body-island,0.076975867,0.010012489,0.143467847
TRAPPC1,TSS200-island,0.044275277,0.005056311,0.143467847
ACCN1,Body-opensea,0.10267623,0.042187919,0.143467847
SPI1,Body-island,0.879268539,0.920153142,0.143467847
GJB6,Body-opensea,0.875259974,0.836116685,0.143467847
,IGR-opensea,0.290335766,0.166107343,0.143467847
GLI3,Body-island,0.819219222,0.854227074,0.143467847
C3,Body-island,0.794532844,0.758991008,0.143467847
LRFN2,5'UTR-shelf,0.798410126,0.712299426,0.143467847
,IGR-shelf,0.59410677,0.461879976,0.143467847
,IGR-opensea,0.832143112,0.765518074,0.143467847
DIRAS3,Body-island,0.993424997,0.964639242,0.143467847
EPHA10,Body-shore,0.853034927,0.813405584,0.143467847
TNFSF13,TSS1500-shelf,0.878301583,0.923695581,0.143467847
NR5A2,Body-island,0.689105033,0.606118548,0.143467847
INTS1,5'UTR-island,0.043683191,0.013821845,0.143467847
RFX8,5'UTR-island,0.068485113,0.008262106,0.143523713
,IGR-opensea,0.737743953,0.65347139,0.143523713
RIMS3,5'UTR-shore,0.853447278,0.789793996,0.143523713
COMMD1,Body-opensea,0.946764581,0.909171312,0.1437159
PGCP,TSS200-island,0.048116432,0.006711083,0.1437159
FAM40B,1stExon-island,0.053238901,0.016174727,0.1437159
P4HB,5'UTR-island,0.041110727,0.008592928,0.1437159
BCL11A,Body-island,0.094154509,0.019789712,0.14376716
ARHGEF12,1stExon-shore,0.084458333,0.047998612,0.14376716
HECTD2,TSS1500-island,0.040351275,0.011679679,0.14376716
LOC399744,TSS1500-opensea,0.777581089,0.813398087,0.14376716
MEOX2,TSS1500-opensea,0.07114246,0.002058104,0.14376716
,IGR-opensea,0.522735345,0.47560368,0.14376716
YTHDF1,TSS200-island,0.034863669,0.004658768,0.143831109
IL13,TSS1500-shore,0.476623114,0.544580899,0.143831109
F10,Body-shore,0.663774482,0.609879538,0.143831109
TACC2,Body-opensea,0.821279717,0.903024886,0.143831109
,IGR-shelf,0.125627302,0.194760887,0.143831109
SYN3,TSS200-island,0.093463387,0.035479359,0.143831109
GPR176,TSS1500-island,0.065351542,0.009320015,0.143831109
LRP4,TSS1500-shore,0.146679993,0.03903811,0.143831109
PTCH1,Body-island,0.03884261,0.009383759,0.143831109
BNIP3,Body-island,0.06180432,0.014962754,0.143831109
GTSE1,Body-shelf,0.843322299,0.880206807,0.143831109
LCORL,TSS1500-island,0.059290474,0.025404417,0.143831109
PGAP2,TSS200-island,0.057763145,0.00834617,0.143831109
MAPK10,5'UTR-opensea,0.135720178,0.185060917,0.143831109
,IGR-island,0.843936049,0.806072279,0.143831109
GALNT9,Body-shore,0.648761538,0.595786301,0.143831109
,IGR-island,0.061170723,0.013104307,0.143831109
C3P1,Body-shore,0.782689188,0.728633382,0.143831109
,IGR-opensea,0.134372806,0.014718329,0.143831109
MIR636,TSS1500-island,0.04280885,0.008066715,0.143831109
,IGR-island,0.088976283,0.007570335,0.143831109
ME3,TSS1500-shore,0.742255538,0.809773829,0.143831109
DDN,TSS200-island,0.096282927,-0.004695747,0.143831109
SP6,5'UTR-shore,0.095886291,0.035959226,0.143831109
PEMT,Body-shelf,0.833252383,0.880028491,0.143831109
DLGAP2,3'UTR-opensea,0.537517112,0.492652798,0.143831109
,IGR-opensea,0.847422831,0.805790701,0.143831109
,IGR-shore,0.721575832,0.751982213,0.143831109
DIP2C,Body-opensea,0.832435666,0.876695748,0.143831109
PCNT,Body-shore,0.766197279,0.728755014,0.143831109
MYO1G,Body-shelf,0.86968059,0.827850646,0.143831109
PRR24,TSS1500-island,0.077405984,0.002431169,0.143831109
MIAT,Body-opensea,0.073063601,0.000579728,0.143831109
RBM4,TSS200-island,0.057426254,0.004253762,0.143831109
,IGR-opensea,0.980028958,0.948961893,0.143831109
H1F0,1stExon-island,0.084375522,0.000447427,0.143831109
FTSJD2,3'UTR-opensea,0.905614036,0.959762549,0.143831109
CRLF1,Body-shelf,0.791754805,0.727371607,0.143831109
CARKD,Body-island,0.155911067,0.032664684,0.143831109
AQP10,TSS200-opensea,0.749799575,0.668475855,0.143831109
ZBTB12,Body-island,0.807026917,0.861301293,0.143831109
OSBPL5,TSS1500-shore,0.836747875,0.795961253,0.143831109
WNT3,TSS200-island,0.054678904,0.017557516,0.143831109
PTCHD2,TSS200-island,0.032466423,0.002912738,0.143831109
LMNB2,1stExon-island,0.080939176,0.031648063,0.143878918
SCN4A,Body-opensea,0.656213985,0.748943943,0.143878918
GSC2,Body-island,0.060038552,0.016506507,0.143878918
ALDH1L1,TSS1500-shore,0.868566085,0.818573722,0.143878918
,IGR-shore,0.717364971,0.805594371,0.143878918
OTP,Body-island,0.079906759,0.01167585,0.143878918
BECN1,TSS200-island,0.067164999,0.033081886,0.143878918
IGFN1,Body-island,0.793930994,0.729263211,0.143878918
JAKMIP3,3'UTR-opensea,0.839550573,0.888588893,0.143878918
NARS,1stExon-island,0.039582195,0.008061124,0.143878918
,IGR-island,0.516296223,0.41833552,0.143878918
HIST1H2AG,TSS1500-island,0.056968772,0.026945047,0.143878918
C6orf122,Body-island,0.097885509,0.013439883,0.143878918
KL,TSS200-island,0.08137715,0.007677798,0.143878918
LOC153684,Body-shore,0.540256214,0.605848809,0.143878918
C2,TSS200-opensea,0.812132055,0.881031264,0.143878918
MS4A15,5'UTR-shore,0.742329641,0.689219248,0.143878918
NRM,Body-shelf,0.912777072,0.951140268,0.143878918
FOXQ1,TSS200-island,0.080380585,0.028615972,0.143878918
ESAM,TSS200-island,0.054227802,0.019202359,0.143878918
IFNGR2,TSS1500-shore,0.803864609,0.886144571,0.143878918
,IGR-shelf,0.713654762,0.671006525,0.143878918
CDKN1C,TSS200-shore,0.083424672,0.034727373,0.143878918
,IGR-opensea,0.795521638,0.860600135,0.143878918
OR6S1,TSS1500-opensea,0.831915461,0.77324134,0.143878918
C8orf45,TSS1500-opensea,0.070618814,0.01179703,0.143878918
AFAP1L1,TSS1500-shore,0.904512011,0.946757311,0.143878918
DUSP7,3'UTR-opensea,0.766971011,0.716308421,0.143878918
GPRIN1,5'UTR-shelf,0.66312643,0.630738864,0.143878918
AGAP1,Body-island,0.734033149,0.788881516,0.143878918
CSRP1,5'UTR-island,0.063386822,0.02985226,0.143878918
,IGR-island,0.97497377,0.920754403,0.143878918
HTR6,5'UTR-island,0.981369204,0.913261288,0.143878918
GRM2,5'UTR-shelf,0.673216432,0.619517214,0.143878918
ZDHHC24,TSS200-island,0.069270148,0.014926928,0.143878918
SQSTM1,Body-opensea,0.800056734,0.828943157,0.143878918
SLC39A11,Body-opensea,0.964017244,0.918185988,0.143878918
ABLIM3,Body-opensea,0.455681231,0.400629593,0.143878918
,IGR-opensea,0.074759438,0.042605337,0.143878918
EGLN2,3'UTR-shelf,0.704081499,0.666420261,0.143878918
,IGR-island,0.054551396,0.019069927,0.143878918
TRANK1,1stExon-island,0.073056036,0.008986496,0.143878918
TSSC1,Body-shelf,0.737365768,0.795956528,0.143878918
ISM2,1stExon-island,0.039472139,0.006312804,0.143878918
GLT1D1,Body-shore,0.747968946,0.687933624,0.143912871
KIRREL3,Body-opensea,0.802486769,0.746902215,0.143912871
,IGR-opensea,0.90883251,0.965438448,0.143912871
,IGR-shore,0.907194522,0.864993364,0.143912871
PRR25,Body-island,0.070476876,0.029182048,0.143912871
PMP22,TSS1500-shelf,0.862886292,0.915192609,0.143912871
MLF1IP,TSS200-island,0.053466857,0.016945074,0.143912871
,IGR-shore,0.638877886,0.559453178,0.143912871
GFOD1,Body-island,0.89301242,0.851227281,0.143989021
,IGR-opensea,0.856561771,0.807096515,0.143989021
AUTS2,Body-opensea,0.910687657,0.945286376,0.144036517
,IGR-island,0.144446144,0.186461954,0.144036517
,IGR-opensea,0.612719982,0.552814571,0.144055896
KCNQ5,Body-island,0.102469707,0.001482883,0.144055896
EEPD1,Body-shelf,0.069090635,0.134385864,0.144055896
TMEM170B,TSS1500-island,0.099668539,0.040067198,0.144055896
VPS53,Body-opensea,0.869990321,0.910379404,0.144055896
EBF2,Body-island,0.819544522,0.724421814,0.144055896
HOXA3,3'UTR-island,0.985054298,0.952674634,0.144055896
DDX19A,TSS200-island,0.051345179,0.013374671,0.144055896
CECR5,Body-island,0.854259645,0.889739003,0.144055896
,IGR-shore,1.008379034,0.952231692,0.144055896
HS3ST4,TSS200-island,0.175553875,0.049640368,0.144055896
C11orf88,TSS200-island,0.080970639,0.004103797,0.144055896
NEUROG2,5'UTR-island,0.055666334,0.023247761,0.144055896
TBC1D8,TSS200-island,0.075927768,0.04173178,0.144055896
,IGR-island,0.068101785,0.017034742,0.144055896
TMEM132E,Body-island,0.075905235,0.006233498,0.144055896
TSPAN2,Body-shore,0.435098877,0.385702043,0.144055896
PRLR,Body-opensea,0.749113208,0.679064594,0.144055896
ARL5C,TSS200-shore,0.899123767,0.860914423,0.144055896
ZNF256,TSS200-island,0.056597292,0.005702004,0.144055896
,IGR-shore,0.839865545,0.794637111,0.144055896
BRD2,TSS1500-shore,0.745511211,0.713494215,0.144055896
,IGR-opensea,0.100854089,0.024323538,0.144055896
ZNF672,5'UTR-island,0.04290057,0.013112293,0.144055896
SORBS2,Body-opensea,0.92289423,0.88658772,0.144055896
C11orf21,Body-opensea,0.784681003,0.710596573,0.144055896
SEMA4A,Body-opensea,0.053749822,0.009237046,0.144055896
CLDN10,1stExon-island,0.050277759,0.00916738,0.144055896
PRDM8,5'UTR-shore,0.098026057,0.010770144,0.144055896
DLGAP1,Body-island,0.107268076,0.158324146,0.144055896
LPCAT2,Body-shore,0.791141896,0.840837389,0.144125021
AUTS2,Body-opensea,0.844567248,0.888427682,0.144179224
KCNH2,Body-shelf,0.772714491,0.68879702,0.144179224
PTPRN2,Body-shelf,0.710571568,0.635263019,0.144179224
,IGR-opensea,0.893666758,0.927615413,0.144179224
GALR3,TSS200-shore,0.768896091,0.721570869,0.144366286
,IGR-shore,0.485011208,0.444039532,0.144516306
MRGPRE,TSS1500-island,0.90817387,0.860472498,0.144516306
MGMT,Body-opensea,0.900091106,0.930195379,0.144516306
SLC26A10,Body-shore,0.737269891,0.667587599,0.144767462
,IGR-shelf,0.50016846,0.435004459,0.144767462
PCNA,Body-shore,0.243902067,0.360396619,0.144767462
FNDC1,Body-island,0.650840546,0.590569548,0.144767462
TMED7-TICAM2,Body-island,0.06098412,0.003604677,0.144767462
LOC100133893,TSS200-opensea,0.949667765,0.915865129,0.144767462
SAPS3,5'UTR-shore,0.058863556,0.022290568,0.144767462
SORBS3,TSS1500-island,0.12534143,0.019607476,0.144767462
PEBP4,Body-opensea,0.601904701,0.539023495,0.144767462
TNNT3,Body-shore,0.694482042,0.636331303,0.144767462
PC,Body-shelf,0.885421756,0.837387512,0.144767462
ITPKB,Body-opensea,0.316288183,0.383033991,0.144767462
CABP7,TSS1500-shore,0.085223288,0.038131432,0.144767462
DBX2,1stExon-island,0.056860779,0.025703604,0.144767462
,IGR-opensea,0.882869576,0.814370443,0.144767462
VAMP2,TSS1500-shore,0.136812619,0.06379854,0.144767462
TNNI1,5'UTR-opensea,0.818640151,0.779740549,0.144767462
ARHGEF1,5'UTR-shore,0.88987237,0.860869041,0.144767462
HOXD8,5'UTR-island,0.42508495,0.509540265,0.144767462
,IGR-island,0.045882627,0.015781009,0.144767462
LATS2,TSS200-island,0.051224292,0.019664853,0.144767462
HNRNPF,TSS1500-island,0.068804511,0.018398583,0.144767462
NFATC4,1stExon-island,0.077949923,0.002990794,0.144767462
,IGR-island,0.111533756,0.044056946,0.144767462
TRIM31,Body-opensea,0.134112306,0.054179194,0.144767462
KCNC3,TSS200-shore,0.116286479,0.080393686,0.144767462
NIPAL4,TSS200-island,0.128326911,0.058867796,0.144767462
HBXIP,TSS1500-shore,0.377004226,0.33732271,0.144767462
NEK1,Body-opensea,0.780131346,0.727112681,0.144767462
,IGR-opensea,0.458900089,0.569098245,0.144767462
GPR77,TSS200-opensea,0.567044492,0.50998797,0.144767462
ZNF296,TSS200-island,0.0830442,-0.004418977,0.144767462
,IGR-shore,0.063416776,0.015586928,0.144767462
RUNX2,Body-island,0.100884242,0.056763132,0.144767462
,IGR-shelf,0.660667477,0.577288025,0.144767462
,IGR-island,0.139920372,0.064130189,0.144767462
,IGR-island,0.041233591,0.010775216,0.144767462
TTC39C,TSS200-opensea,0.89116487,0.946422439,0.144767462
NHEDC1,TSS200-island,0.044915781,0.0103825,0.144767462
PREB,3'UTR-shelf,0.785383097,0.744229991,0.144767462
ATP5G3,Body-island,0.101406915,-0.000472223,0.144767462
,IGR-island,0.053785804,0.010724618,0.144767462
LOC145663,TSS200-island,0.067645466,0.000435228,0.144767462
C1orf113,TSS200-island,0.047775364,0.007046461,0.144767462
SLC6A17,5'UTR-island,0.074109675,0.01588994,0.144767462
,IGR-opensea,0.850080095,0.913232928,0.144914049
COL2A1,Body-shore,0.065656668,0.017723416,0.144972038
KCNQ4,Body-shelf,0.675570382,0.593602506,0.145050983
DUSP1,TSS1500-island,0.121560178,0.007565633,0.145151699
,IGR-island,0.546255942,0.476421008,0.145151699
C3orf10,Body-shelf,0.835992552,0.883409835,0.145151699
ANO8,Body-shore,0.825532973,0.781839103,0.145151699
PION,TSS200-shore,0.078486568,0.039769228,0.145151699
KCNQ4,1stExon-island,0.972907969,0.933594054,0.145151699
PPEF2,Body-opensea,0.823732661,0.749706286,0.145151699
,IGR-opensea,0.519014864,0.366162391,0.145151699
CACNA1C,Body-opensea,0.915705852,0.876931963,0.145151699
,IGR-island,0.076783331,0.13408268,0.145151699
HLA-J,Body-island,0.068723698,0.015100158,0.145151699
,IGR-island,0.059715781,0.012958409,0.145151699
,IGR-shore,0.086500498,-0.002360961,0.145151699
,IGR-island,0.113861746,0.023911073,0.145151699
EIF2B5,3'UTR-opensea,0.164439952,0.19989913,0.145151699
,IGR-opensea,0.679189159,0.732226004,0.145151699
MFSD3,TSS200-island,0.073535745,0.028186348,0.145151699
GUCA2B,1stExon-opensea,0.78600861,0.720319173,0.145151699
,IGR-opensea,0.870666832,0.899026302,0.145151699
KIF6,TSS200-shore,0.073489031,0.035986597,0.145151699
,IGR-opensea,0.612265361,0.57842005,0.145151699
ACAP3,Body-shore,0.066162386,0.032717862,0.145151699
,IGR-shore,0.105922257,0.045963251,0.145151699
HOXA4,Body-island,0.075475696,0.00740918,0.145151699
EGFR,Body-shelf,0.88238995,0.928664205,0.145151699
INPPL1,TSS1500-island,0.066106949,0.020997685,0.145151699
GPSM1,Body-island,0.07628452,0.008848743,0.145151699
ABCA4,TSS1500-opensea,0.971439822,0.876213459,0.145151699
NFATC1,TSS1500-island,0.106052413,0.019852634,0.145254062
CITED4,1stExon-island,0.050694109,0.011883993,0.145349843
RUFY1,TSS1500-shore,0.114630614,0.030544449,0.145349843
,IGR-island,0.038685378,0.002446293,0.145349843
,IGR-opensea,0.079454359,0.017443874,0.145349843
DLC1,Body-shore,0.902362213,0.854922919,0.145349843
,IGR-shelf,0.709985371,0.647612695,0.145349843
ATAD3C,Body-island,0.856748431,0.75955182,0.145349843
,IGR-island,0.086165996,0.02236423,0.145349843
MTMR2,5'UTR-island,0.091768526,0.055925723,0.145349843
,IGR-opensea,0.85608988,0.810902338,0.145623615
,IGR-island,0.058343992,0.018568821,0.145623615
,IGR-shore,0.749227674,0.627673728,0.145623615
,IGR-opensea,0.829438917,0.884913831,0.145623615
CACNG3,3'UTR-opensea,0.654965559,0.572543988,0.145623615
MAP4K1,Body-shelf,0.845249212,0.799471578,0.145623615
CHRD,3'UTR-shelf,0.840732118,0.802289416,0.145623615
IGDCC4,Body-opensea,0.082637729,0.018481053,0.145623615
AP1G2,Body-island,0.107148762,0.07414056,0.145623615
HSF4,TSS200-island,0.084886755,-0.002606767,0.145623615
,IGR-opensea,0.505415597,0.463516596,0.145623615
SORBS1,Body-opensea,0.853551993,0.903446759,0.145623615
PPP1R9B,1stExon-island,0.051798939,0.021722414,0.145623615
DIP2C,Body-island,0.849785394,0.912468261,0.145623615
PITX1,1stExon-island,0.052798628,0.015501882,0.145623615
PRDM16,Body-shore,0.916943989,0.886556193,0.145623615
PTPRN2,Body-shelf,0.593455496,0.527568637,0.145623615
CPNE6,Body-shelf,0.898861899,0.860682392,0.145623615
IFT140,Body-shore,0.829168244,0.792260464,0.145623615
,IGR-opensea,0.849490856,0.921627735,0.145623615
TP73,Body-shore,0.234159542,0.200330562,0.145623615
LRRC24,TSS200-island,0.060851763,0.025071997,0.145623615
,IGR-opensea,0.626335255,0.50565031,0.145623615
,IGR-shore,0.104507401,0.048246942,0.145623615
GALNT14,Body-island,0.95924104,0.927714534,0.145623615
C18orf25,TSS200-island,0.055545534,0.014543714,0.145623615
LOC150197,Body-opensea,0.857984483,0.822546806,0.145623615
,IGR-island,0.108308335,0.001432941,0.145623615
RAI1,5'UTR-opensea,0.206063383,0.080511564,0.145623615
PPP1R13L,Body-island,0.057411024,0.01368355,0.145623615
,IGR-island,0.070499904,0.018083866,0.145623615
,IGR-shore,0.715172739,0.668763472,0.145623615
LDLRAD2,Body-island,0.974888809,0.938441709,0.145623615
CCDC108,Body-opensea,0.330398346,0.398836939,0.145623615
LOC729678,Body-shore,0.047926084,0.007189528,0.145623615
,IGR-island,0.13848914,0.016069052,0.145623615
,IGR-opensea,0.63202752,0.579739965,0.145623615
KIAA1217,Body-opensea,0.132648761,0.030701385,0.145623615
DNAJB8,TSS1500-opensea,0.526851855,0.478534735,0.145623615
PTPRN2,Body-opensea,0.897946901,0.850116514,0.145623615
PION,1stExon-island,0.084520269,0.016882744,0.145623615
SLC9A3,Body-island,0.6598769,0.608495882,0.145623615
,IGR-opensea,0.815242516,0.873412696,0.145623615
PRPF40B,TSS200-island,0.043112757,0.012377606,0.145623615
FAM100B,1stExon-island,0.076348525,0.03413446,0.145623615
SLCO2A1,Body-opensea,0.788624046,0.743888511,0.145623615
FAM189A1,Body-opensea,0.74447617,0.672037857,0.145623615
NFKBIZ,5'UTR-island,0.05788538,0.019384927,0.145623615
VWCE,TSS200-island,0.124258392,0.031555109,0.145623615
FGF4,TSS200-island,0.056708945,0.005011007,0.145623615
CD300LG,TSS200-opensea,0.226238912,0.174277335,0.145623615
ANKRD33B,5'UTR-island,0.06459575,0.009724011,0.145623615
,IGR-island,0.176153611,0.112226262,0.145623615
CPEB1,Body-island,0.046465913,0.012671348,0.145623615
TAS1R3,Body-island,0.998507548,0.951287392,0.145623615
CUGBP2,Body-island,0.184843823,0.086677781,0.145623615
ARHGEF10,Body-shelf,0.825526382,0.794578421,0.145623615
ATG4B,Body-island,0.676632069,0.636370888,0.145623615
,IGR-shore,0.820470482,0.764878779,0.145623615
HOXA4,5'UTR-island,0.080354341,0.009546615,0.145623615
DHX34,TSS200-island,0.063786172,0.018171609,0.145623615
C16orf35,Body-opensea,0.765392461,0.811547597,0.145623615
HDAC4,Body-shelf,0.430264672,0.264701866,0.145623615
HLA-DQB1,Body-island,0.337040163,0.473417011,0.145623615
KCNT1,Body-island,0.094345199,0.131838862,0.145623615
H2AFY2,Body-opensea,0.813409703,0.872427431,0.145623615
DLGAP2,Body-shore,0.960948264,0.899103203,0.145623615
HAPLN4,Body-island,0.064940065,0.015617195,0.145623615
,IGR-island,0.091966133,0.002629181,0.145623615
,IGR-island,0.492160871,0.452391099,0.145623615
TOLLIP,Body-island,0.915907278,0.880977742,0.145623615
ECE1,3'UTR-opensea,0.789667948,0.836855073,0.145623615
KRT5,TSS1500-opensea,0.712823401,0.636956186,0.145623615
,IGR-island,0.061215967,0.020740842,0.145623615
MIR518B,Body-opensea,0.767628095,0.830866235,0.145623615
CBFA2T3,5'UTR-shore,0.819917612,0.765084378,0.145623615
,IGR-island,0.109936976,0.076114203,0.145623615
,IGR-opensea,0.876978675,0.829457783,0.145623615
FGFR3,Body-island,0.836167106,0.802103616,0.145623615
AKAP12,TSS200-shore,0.659631781,0.768661556,0.145623615
STX4,TSS1500-island,0.056072213,0.026243314,0.145623615
ECHS1,1stExon-island,0.060936026,0.011263274,0.145623615
CARTPT,TSS1500-shore,0.380239218,0.346775617,0.145623615
DARC,TSS1500-opensea,0.642448286,0.560722732,0.145623615
MDFI,TSS200-island,0.172143735,-0.005688794,0.145623615
NDUFA4L2,5'UTR-island,0.121344952,0.082329284,0.145623615
ODZ4,Body-shore,0.112517243,0.064966072,0.145623615
EMP3,TSS1500-shelf,0.117974927,0.064178696,0.145623615
USP33,5'UTR-island,0.041623592,0.012930099,0.145623615
SLC39A8,Body-opensea,0.722952209,0.639507988,0.145623615
SYNGR3,5'UTR-shore,0.056927835,0.019936705,0.145623615
CYHR1,Body-island,0.082181014,0.034893244,0.145623615
FBXL16,5'UTR-shore,0.977932791,0.947109634,0.145623615
PDZD7,3'UTR-shore,0.890035191,0.93700051,0.145623615
RAB37,Body-opensea,0.600401633,0.521118123,0.145623615
FAIM2,Body-shore,0.193568493,0.096287953,0.145623615
,IGR-opensea,0.874317481,0.831912278,0.145623615
TMEM63A,TSS1500-island,0.044143517,0.014437034,0.145623615
